ImageID;LabelName;Conf;XMin;XMax;YMin;YMax
23-11-2021_02-37-22_PM.jpg;3;0.9915521;0.4667991;0.3928336;0.0456833;0.17372136
23-11-2021_02-37-22_PM.jpg;3;0.719578;0.6424657;0.29246226;0.0180535;0.07524783
23-11-2021_02-37-31_PM.jpg;3;0.9851939;0.92217284;0.54943717;0.041522976;0.16157392
23-11-2021_02-37-35_PM.jpg;3;0.9858233;0.89119875;0.47139597;0.04855079;0.118714124
23-11-2021_02-37-57_PM.jpg;3;0.61672014;0.17109536;0.7688602;0.062124636;0.16701883
23-11-2021_02-37-57_PM.jpg;3;0.9754777;0.14593145;0.7916237;0.064652406;0.1991327
23-11-2021_02-37-57_PM.jpg;3;0.98597556;0.14914033;0.7836907;0.06776657;0.19901516
23-11-2021_02-37-57_PM.jpg;3;0.9902936;0.38581735;0.4712627;0.056827456;0.17173417
23-11-2021_02-37-57_PM.jpg;3;0.59168303;0.18221936;0.7632317;0.05796485;0.16188902
23-11-2021_02-37-57_PM.jpg;3;0.4291562;0.17300428;0.7626193;0.058529563;0.1572695
23-11-2021_02-37-57_PM.jpg;3;0.91075367;0.15289001;0.79106766;0.06650049;0.19901805
23-11-2021_02-37-57_PM.jpg;3;0.8651917;0.67065173;0.13577497;0.014924552;0.06732871
23-11-2021_02-38-55_PM.jpg;3;0.6978282;0.7581312;0.6282809;0.02715735;0.12186019
23-11-2021_02-38-55_PM.jpg;3;0.962002;0.8282128;0.38438085;0.0182055;0.077389665
23-11-2021_02-38-55_PM.jpg;3;0.8110459;0.8559902;0.38618958;0.013048874;0.06142819
23-11-2021_02-38-55_PM.jpg;3;0.62348527;0.85763645;0.34699842;0.013573566;0.056743816
23-11-2021_02-38-55_PM.jpg;3;0.79060453;0.83777773;0.38115996;0.01694832;0.07339298
23-11-2021_02-38-55_PM.jpg;3;0.9811094;0.7676888;0.62593913;0.027808545;0.12125318
23-11-2021_02-38-55_PM.jpg;3;0.8230866;0.82098883;0.38667274;0.019512031;0.080523215
23-11-2021_02-38-55_PM.jpg;3;0.66086406;0.882498;0.8543036;0.041994598;0.16814397
23-11-2021_02-38-55_PM.jpg;3;0.8578879;0.864235;0.35224637;0.013172688;0.059926286
23-11-2021_02-38-55_PM.jpg;3;0.7375386;0.86031055;0.37926063;0.013050052;0.061076686
23-11-2021_02-38-55_PM.jpg;3;0.8991516;0.84641504;0.3840375;0.01606617;0.07260047
23-11-2021_02-38-55_PM.jpg;3;0.766638;0.8647013;0.3539272;0.013498929;0.058687218
23-11-2021_02-38-55_PM.jpg;3;0.76705027;0.86121494;0.34966767;0.01321251;0.05902079
23-11-2021_02-38-55_PM.jpg;3;0.7124343;0.8285726;0.3790524;0.017666785;0.075000145
23-11-2021_02-38-55_PM.jpg;3;0.9787992;0.23907603;0.66473275;0.026086228;0.12257382
23-11-2021_02-38-55_PM.jpg;3;0.6151765;0.8242595;0.37940615;0.016765945;0.07251275
23-11-2021_02-38-55_PM.jpg;3;0.7680762;0.868452;0.35521084;0.0127838915;0.060409393
23-11-2021_02-38-55_PM.jpg;3;0.43860304;0.869289;0.32726684;0.011627391;0.050231755
23-11-2021_02-38-55_PM.jpg;3;0.9727647;0.7020948;0.66157895;0.030927654;0.1316937
23-11-2021_02-38-55_PM.jpg;3;0.9329904;0.7481564;0.63109136;0.027447088;0.12283171
23-11-2021_02-38-55_PM.jpg;3;0.9176338;0.816241;0.38650903;0.019346414;0.08020712
23-11-2021_02-38-55_PM.jpg;3;0.40626383;0.87047595;0.3507941;0.01259871;0.056838255
23-11-2021_02-38-55_PM.jpg;3;0.791713;0.85787195;0.38695025;0.0129685;0.061125
23-11-2021_02-38-55_PM.jpg;3;0.8170194;0.8734163;0.85503143;0.043011818;0.17129235
23-11-2021_02-38-55_PM.jpg;3;0.79453725;0.8623041;0.38573426;0.012132686;0.058955304
23-11-2021_02-38-55_PM.jpg;3;0.8170724;0.73031634;0.2956442;0.011105982;0.04646381
23-11-2021_02-38-55_PM.jpg;3;0.636398;0.72729266;0.29643118;0.010974514;0.04643212
23-11-2021_02-38-55_PM.jpg;3;0.9258284;0.83649886;0.3832426;0.017816342;0.07651906
23-11-2021_02-38-55_PM.jpg;3;0.5901655;0.7480818;0.6312793;0.027254548;0.12153987
23-11-2021_02-38-55_PM.jpg;3;0.9817059;0.76044756;0.62628937;0.027807603;0.12243445
23-11-2021_02-39-07_PM.jpg;3;0.7270713;0.036697015;0.42581654;0.007665465;0.028905936
23-11-2021_02-39-07_PM.jpg;3;0.4246269;0.53383774;0.34007773;0.005366184;0.016781453
23-11-2021_02-39-07_PM.jpg;3;0.75073045;0.25500515;0.5230174;0.010934537;0.045960132
23-11-2021_02-39-07_PM.jpg;3;0.65899396;0.32837465;0.33179465;0.0047306363;0.017067263
23-11-2021_02-39-07_PM.jpg;3;0.6816963;0.47804776;0.36129364;0.0065419762;0.024666242
23-11-2021_02-39-07_PM.jpg;3;0.6394067;0.27983472;0.34958324;0.005734587;0.022959169
23-11-2021_02-39-07_PM.jpg;3;0.53573024;0.27226081;0.35005572;0.005495932;0.021616654
23-11-2021_02-39-07_PM.jpg;3;0.6015043;0.32993484;0.3325926;0.004619187;0.016793676
23-11-2021_02-39-07_PM.jpg;3;0.48955208;0.7212551;0.43697622;0.0067316974;0.024260007
23-11-2021_02-39-07_PM.jpg;3;0.91212267;0.24430679;0.5236151;0.011415509;0.049098108
23-11-2021_02-39-07_PM.jpg;3;0.8739998;0.8410364;0.493216;0.010761826;0.033864863
23-11-2021_02-39-07_PM.jpg;3;0.6330602;0.27625164;0.35066205;0.0058354638;0.023222372
23-11-2021_02-39-07_PM.jpg;3;0.41315937;0.7243564;0.43432653;0.0065210043;0.024350777
23-11-2021_02-39-07_PM.jpg;3;0.64664567;0.30316728;0.3404331;0.0051209223;0.018931622
23-11-2021_02-39-07_PM.jpg;3;0.7525177;0.84080315;0.4925313;0.010693097;0.034283668
23-11-2021_02-39-07_PM.jpg;3;0.5601057;0.7225463;0.4352957;0.0067920513;0.02470955
23-11-2021_02-39-07_PM.jpg;3;0.65457124;0.7117899;0.43370977;0.00706109;0.02482386
23-11-2021_02-39-07_PM.jpg;3;0.42070034;0.84288543;0.48963323;0.009803488;0.033555847
23-11-2021_02-39-07_PM.jpg;3;0.7078081;0.28292555;0.3502086;0.005736819;0.022905976
23-11-2021_02-39-07_PM.jpg;3;0.6048339;0.3384131;0.33238015;0.004477676;0.016137656
23-11-2021_02-39-07_PM.jpg;3;0.7083842;0.031322982;0.42486888;0.0073590404;0.026251698
23-11-2021_02-39-07_PM.jpg;3;0.923493;0.06739785;0.48331073;0.0118366005;0.049424194
23-11-2021_02-39-07_PM.jpg;3;0.679593;0.4776893;0.36166185;0.0064128176;0.023954514
23-11-2021_02-39-07_PM.jpg;3;0.8928859;0.8445444;0.49442545;0.010378481;0.03332977
23-11-2021_02-39-07_PM.jpg;3;0.63805;0.33907717;0.33173013;0.0046610967;0.016469844
23-11-2021_02-39-07_PM.jpg;3;0.7372366;0.2805197;0.35197827;0.0057835737;0.022911426
23-11-2021_02-39-07_PM.jpg;3;0.42153034;0.5368583;0.33963367;0.005232757;0.016874766
23-11-2021_02-39-07_PM.jpg;3;0.8286811;0.040951107;0.42675644;0.007785718;0.029522652
23-11-2021_02-39-07_PM.jpg;3;0.46225372;0.47249222;0.36068934;0.006272393;0.023911346
23-11-2021_02-39-07_PM.jpg;3;0.95252323;0.06855299;0.48191646;0.011773376;0.04941188
23-11-2021_02-39-07_PM.jpg;3;0.6570549;0.31695765;0.33604866;0.0049167145;0.018240388
23-11-2021_02-39-07_PM.jpg;3;0.64441866;0.32148862;0.33385217;0.0047891703;0.017333347
23-11-2021_02-39-07_PM.jpg;3;0.9028949;0.25682583;0.52268934;0.011261788;0.04683211
23-11-2021_02-39-07_PM.jpg;3;0.70636576;0.3244422;0.33408743;0.0047972864;0.017269835
23-11-2021_02-39-07_PM.jpg;3;0.44741943;0.27225295;0.3512275;0.005869942;0.023659436
23-11-2021_02-39-07_PM.jpg;3;0.6162624;0.2745661;0.35345477;0.0058794045;0.023667991
23-11-2021_02-39-07_PM.jpg;3;0.42449164;0.26988012;0.35382712;0.0058130855;0.023753101
23-11-2021_02-39-07_PM.jpg;3;0.42851785;0.54024523;0.34022945;0.005439997;0.017375346
23-11-2021_02-39-07_PM.jpg;3;0.83764595;0.47636563;0.36031607;0.006485673;0.02435226
23-11-2021_02-39-07_PM.jpg;3;0.61411923;0.30593804;0.33759815;0.005186354;0.018913286
23-11-2021_02-39-07_PM.jpg;3;0.90500057;0.26020348;0.5235626;0.011463484;0.04737206
23-11-2021_02-39-07_PM.jpg;3;0.63717896;0.280531;0.3474712;0.0054848637;0.02167456
23-11-2021_02-39-07_PM.jpg;3;0.7551958;0.25932673;0.52184737;0.011045642;0.04737376
23-11-2021_02-39-07_PM.jpg;3;0.8026532;0.03911238;0.4265988;0.007588135;0.028311968
23-11-2021_02-39-07_PM.jpg;3;0.92792857;0.2509208;0.52337694;0.011770264;0.048982717
23-11-2021_02-39-07_PM.jpg;3;0.6750946;0.3061605;0.33852193;0.0052198013;0.019317465
23-11-2021_02-39-07_PM.jpg;3;0.88211215;0.4810386;0.36071873;0.0066166027;0.0244002
23-11-2021_02-39-07_PM.jpg;3;0.57947695;0.31736445;0.33299187;0.0047820327;0.017299244
23-11-2021_02-39-07_PM.jpg;3;0.41905347;0.71242124;0.43485072;0.006870106;0.024646772
23-11-2021_02-39-07_PM.jpg;3;0.74229586;0.71782154;0.4356559;0.006878759;0.02417491
23-11-2021_02-39-07_PM.jpg;3;0.64925104;0.27546328;0.35137615;0.005908063;0.023743665
23-11-2021_02-39-07_PM.jpg;3;0.7894412;0.24217229;0.52221996;0.010910249;0.047202606
23-11-2021_02-39-07_PM.jpg;3;0.67467433;0.33374462;0.33175895;0.004653142;0.016714904
23-11-2021_02-39-07_PM.jpg;3;0.77693355;0.03561061;0.42254382;0.007336698;0.027596124
23-11-2021_02-39-07_PM.jpg;3;0.5993501;0.33183765;0.33212474;0.0046145082;0.016878549
23-11-2021_02-39-07_PM.jpg;3;0.6671529;0.27991933;0.35007188;0.0055927644;0.02219905
23-11-2021_02-39-07_PM.jpg;3;0.6107505;0.5366088;0.3427961;0.0053406237;0.017509878
23-11-2021_02-39-07_PM.jpg;3;0.6721573;0.48337847;0.3606259;0.006430174;0.02417662
23-11-2021_02-39-07_PM.jpg;3;0.5119689;0.70240694;0.43301678;0.007131182;0.025147183
23-11-2021_02-39-07_PM.jpg;3;0.5699646;0.72704077;0.4355247;0.006764645;0.024733903
23-11-2021_02-39-07_PM.jpg;3;0.5450797;0.54447615;0.33970618;0.005208177;0.016341018
23-11-2021_02-39-07_PM.jpg;3;0.4904143;0.26904485;0.3535144;0.0056458125;0.023044493
23-11-2021_02-39-07_PM.jpg;3;0.8756657;0.7130004;0.4346252;0.007068512;0.024242135
23-11-2021_02-39-07_PM.jpg;3;0.43196294;0.5487039;0.34061065;0.005188637;0.016738463
23-11-2021_02-54-50_PM.jpg;3;0.9319055;0.85947883;0.46022317;0.013089566;0.06510721
23-11-2021_02-54-50_PM.jpg;3;0.89579827;0.85857296;0.45966476;0.012994576;0.06505036
23-11-2021_02-55-09_PM.jpg;3;0.9432812;0.9182857;0.22990006;0.0485531;0.15436201
23-11-2021_02-55-09_PM.jpg;3;0.5995156;0.6329741;0.06812212;0.0126552405;0.046093922
23-11-2021_02-55-09_PM.jpg;3;0.93961525;0.37774202;0.5862968;0.058549024;0.26913512
23-11-2021_02-55-09_PM.jpg;3;0.957881;0.65867704;0.20571703;0.020706614;0.083838
23-11-2021_02-55-09_PM.jpg;3;0.7333177;0.63690543;0.06809679;0.01329881;0.04785498
23-11-2021_02-55-09_PM.jpg;3;0.9165079;0.6594644;0.20521803;0.020698423;0.08459565
23-11-2021_02-55-30_PM.jpg;3;0.42212057;0.15431055;0.04598933;0.014074626;0.059350163
23-11-2021_02-55-30_PM.jpg;3;0.6684957;0.15646572;0.04529557;0.014633007;0.060884528
23-11-2021_02-55-30_PM.jpg;3;0.99256986;0.5291698;0.2904389;0.045792386;0.14282803
23-11-2021_02-55-37_PM.jpg;3;0.850007;0.039532296;0.44683543;0.013408352;0.057706416
23-11-2021_02-55-37_PM.jpg;3;0.74216735;0.9797917;0.9320514;0.035125278;0.10141352
23-11-2021_02-55-37_PM.jpg;3;0.40566066;0.036802676;0.44032136;0.012691595;0.058126595
23-11-2021_02-55-37_PM.jpg;3;0.9646327;0.09681008;0.55385923;0.018656416;0.07686031
23-11-2021_02-55-37_PM.jpg;3;0.5640706;0.10075264;0.5541888;0.01781964;0.07639703
23-11-2021_02-55-45_PM.jpg;3;0.6482136;0.37818125;0.20573509;0.008448083;0.039750453
23-11-2021_02-55-45_PM.jpg;3;0.7859494;0.379832;0.20537831;0.008397768;0.040220562
23-11-2021_02-55-45_PM.jpg;3;0.7465944;0.37806708;0.20541528;0.0085074445;0.04013498
23-11-2021_02-55-45_PM.jpg;3;0.9527151;0.5160967;0.2324908;0.010912441;0.056309722
23-11-2021_02-56-00_PM.jpg;3;0.97696084;0.26834616;0.33188048;0.023158066;0.119269274
23-11-2021_02-56-00_PM.jpg;3;0.95884085;0.2681762;0.33181208;0.022738606;0.119421236
23-11-2021_02-56-08_PM.jpg;3;0.97970164;0.5227108;0.59905267;0.033455264;0.13529329
23-11-2021_02-56-08_PM.jpg;3;0.8533186;0.52576196;0.73905367;0.04328589;0.15588708
23-11-2021_02-56-18_PM.jpg;3;0.98641753;0.48319703;0.27524766;0.032225262;0.10577085
23-11-2021_02-56-22_PM.jpg;3;0.98866665;0.91003036;0.53967565;0.04717731;0.25520694
23-11-2021_02-56-22_PM.jpg;3;0.4285769;0.9840874;0.5665621;0.031365287;0.20498902
23-11-2021_03-13-04_PM.jpg;3;0.96980494;0.85734254;0.29080248;0.020556485;0.10737736
23-11-2021_03-13-04_PM.jpg;3;0.83250093;0.8662033;0.29719597;0.0190398;0.10592087
23-11-2021_03-13-04_PM.jpg;3;0.4234145;0.87098026;0.29214877;0.017150857;0.102680065
23-11-2021_03-13-04_PM.jpg;3;0.9552725;0.87500644;0.29607573;0.01765474;0.10598666
23-11-2021_03-13-04_PM.jpg;3;0.46760544;0.87085205;0.29416448;0.017994916;0.106913604
23-11-2021_03-13-04_PM.jpg;3;0.9734908;0.8390826;0.28153798;0.024680542;0.10895884
23-11-2021_03-13-29_PM.jpg;3;0.96747255;0.28895634;0.61534435;0.041359935;0.11925662
23-11-2021_03-13-29_PM.jpg;3;0.98006034;0.2887734;0.61720145;0.04064847;0.120019235
23-11-2021_03-13-29_PM.jpg;3;0.9827642;0.5110043;0.65557027;0.035885967;0.13744906
23-11-2021_03-14-00_PM.jpg;3;0.60186875;0.13265437;0.27178168;0.022426732;0.088060625
23-11-2021_03-14-00_PM.jpg;3;0.5375378;0.13381146;0.23628365;0.024985343;0.09984799
23-11-2021_03-14-00_PM.jpg;3;0.96240866;0.13391341;0.27089602;0.02435478;0.0911339
23-11-2021_03-14-00_PM.jpg;3;0.97977644;0.5009065;0.25527456;0.030138887;0.11509136
23-11-2021_03-14-00_PM.jpg;3;0.87147063;0.13590631;0.2678198;0.024283428;0.09010562
23-11-2021_03-14-04_PM.jpg;3;0.9614088;0.25341967;0.33228847;0.015571354;0.08175411
23-11-2021_03-14-04_PM.jpg;3;0.938924;0.25292516;0.33220148;0.015493819;0.08091747
23-11-2021_03-14-11_PM.jpg;3;0.7669708;0.2370283;0.28677124;0.016895996;0.07380593
23-11-2021_03-14-11_PM.jpg;3;0.49992925;0.23530732;0.28790027;0.016191695;0.07238066
23-11-2021_03-14-11_PM.jpg;3;0.92309374;0.23796247;0.28655076;0.017134465;0.075242765
23-11-2021_03-14-11_PM.jpg;3;0.52350545;0.53973854;0.01896013;0.011102625;0.039022937
23-11-2021_03-14-11_PM.jpg;3;0.9412757;0.25510833;0.27302423;0.01956697;0.09192963
23-11-2021_03-14-11_PM.jpg;3;0.92829734;0.2527059;0.27404577;0.01949874;0.0903462
23-11-2021_03-14-11_PM.jpg;3;0.734706;0.5643289;0.028224604;0.0110014025;0.041950405
23-11-2021_03-14-11_PM.jpg;3;0.66325027;0.5635447;0.027048659;0.011013259;0.042117227
23-11-2021_03-14-14_PM.jpg;3;0.49693108;0.20797104;0.13124456;0.018117953;0.05084825
23-11-2021_03-14-14_PM.jpg;3;0.5869706;0.19009703;0.11349424;0.015267473;0.047989726
23-11-2021_03-14-14_PM.jpg;3;0.56905097;0.16481088;0.13051008;0.014488995;0.0390719
23-11-2021_03-14-14_PM.jpg;3;0.852732;0.22142266;0.13039306;0.019573657;0.056147035
23-11-2021_03-14-14_PM.jpg;3;0.81752646;0.18507858;0.11548911;0.0153688975;0.04804459
23-11-2021_03-14-14_PM.jpg;3;0.8951033;0.16830726;0.13053168;0.015494058;0.041006472
23-11-2021_03-14-14_PM.jpg;3;0.5640885;0.18466792;0.11223769;0.015281271;0.04806804
23-11-2021_03-14-14_PM.jpg;3;0.92783767;0.22222623;0.13261232;0.019957513;0.057528544
23-11-2021_03-14-14_PM.jpg;3;0.85634166;0.5265861;0.022665402;0.016577274;0.04653275
23-11-2021_03-14-14_PM.jpg;3;0.54935175;0.18424876;0.11584609;0.015748303;0.045963604
23-11-2021_03-14-14_PM.jpg;3;0.70892656;0.52638584;0.02197765;0.016303403;0.044865485
23-11-2021_03-14-14_PM.jpg;3;0.4059322;0.18851319;0.10896789;0.0152597455;0.048217766
23-11-2021_03-14-55_PM.jpg;3;0.7473016;0.084752716;0.45383722;0.0092633255;0.035095457
23-11-2021_03-14-55_PM.jpg;3;0.4142516;0.5295122;0.338363;0.0052861837;0.016938407
23-11-2021_03-14-55_PM.jpg;3;0.8712937;0.25703922;0.57010365;0.0149660045;0.054918613
23-11-2021_03-14-55_PM.jpg;3;0.42374846;0.53978956;0.33957982;0.0051812637;0.017142707
23-11-2021_03-14-55_PM.jpg;3;0.6431168;0.34054974;0.37292734;0.0073047;0.027078608
23-11-2021_03-14-55_PM.jpg;3;0.6224302;0.36401433;0.37577334;0.007041146;0.026975261
23-11-2021_03-14-55_PM.jpg;3;0.74308026;0.2824339;0.3820634;0.007576861;0.028769666
23-11-2021_03-14-55_PM.jpg;3;0.59155196;0.30732155;0.3778554;0.007134489;0.027206745
23-11-2021_03-14-55_PM.jpg;3;0.7247678;0.19422063;0.5066376;0.012758786;0.046688814
23-11-2021_03-14-55_PM.jpg;3;0.7091871;0.27866048;0.38355422;0.0075567616;0.028825538
23-11-2021_03-14-55_PM.jpg;3;0.5564863;0.045591857;0.42392832;0.007907138;0.02562627
23-11-2021_03-14-55_PM.jpg;3;0.66640496;0.28805396;0.38023913;0.0072397455;0.027801672
23-11-2021_03-14-55_PM.jpg;3;0.48488137;0.54114527;0.3390279;0.0053040884;0.017561015
23-11-2021_03-14-55_PM.jpg;3;0.40455708;0.5444028;0.34205163;0.005292611;0.017695615
23-11-2021_03-14-55_PM.jpg;3;0.8125478;0.28745425;0.38266551;0.007621455;0.029141655
23-11-2021_03-14-55_PM.jpg;3;0.57274276;0.3533889;0.37212795;0.007009986;0.02587933
23-11-2021_03-14-55_PM.jpg;3;0.5769649;0.037540514;0.42334366;0.0078112567;0.025197135
23-11-2021_03-14-55_PM.jpg;3;0.87411344;0.10790923;0.46840653;0.01097037;0.04427528
23-11-2021_03-14-55_PM.jpg;3;0.7084069;0.35470492;0.37278026;0.0072371373;0.026639478
23-11-2021_03-14-55_PM.jpg;3;0.8263471;0.28362828;0.38467282;0.007765902;0.028917402
23-11-2021_03-14-55_PM.jpg;3;0.6671472;0.35354996;0.37565663;0.007148902;0.026999021
